repo,Nielsen_theme,__source_file__,nielsen_theme_raw,nielsen_theme_canonical
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,7. Flexibility and efficiency of use,openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
openpubkey/openpubkey,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
openpubkey/openpubkey,"2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
openpubkey/openpubkey,"2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"10. Help and documentation, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"10. Help and documentation, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"10. Help and documentation, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"10. Help and documentation, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"10. Help and documentation, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"10. Help and documentation, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
openpubkey/openpubkey,"10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,3. User control and freedom,3. User control and freedom
openpubkey/openpubkey,"10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
openpubkey/openpubkey,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
openpubkey/openpubkey,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
openpubkey/openpubkey,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,5. Error prevention,5. Error prevention
openpubkey/openpubkey,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
openpubkey/openpubkey,"2. Match between system and the real world, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
openpubkey/openpubkey,"2. Match between system and the real world, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,10. Help and documentation,openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
openpubkey/openpubkey,"10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
openpubkey/openpubkey,"3. User control and freedom, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,3. User control and freedom,3. User control and freedom
openpubkey/openpubkey,"3. User control and freedom, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 5. Error prevention, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 5. Error prevention, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 5. Error prevention, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 5. Error prevention, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,5. Error prevention,5. Error prevention
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 5. Error prevention, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,5. Error prevention,5. Error prevention
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,8. Aesthetic and minimalist design,8. Aesthetic and minimalist design
openpubkey/openpubkey,"10. Help and documentation, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"10. Help and documentation, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"5. Error prevention, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,5. Error prevention,5. Error prevention
openpubkey/openpubkey,"5. Error prevention, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"10. Help and documentation, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"10. Help and documentation, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
openpubkey/openpubkey,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
openpubkey/openpubkey,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,7. Flexibility and efficiency of use,openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"5. Error prevention, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,5. Error prevention,5. Error prevention
openpubkey/openpubkey,"5. Error prevention, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,"10. Help and documentation, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
openpubkey/openpubkey,"10. Help and documentation, 7. Flexibility and efficiency of use",openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
openpubkey/openpubkey,7. Flexibility and efficiency of use,openpubkey__openpubkey___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,3. User control and freedom,3. User control and freedom
sigstore/cosign,"10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,7. Flexibility and efficiency of use,sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,6. Recognition rather than recall,6. Recognition rather than recall
sigstore/cosign,"10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,3. User control and freedom,3. User control and freedom
sigstore/cosign,"10. Help and documentation, 3. User control and freedom, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,10. Help and documentation,sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
